i;j;t;TC_aijt;G_aijt;F_aij;W_ij
16;8;6;1000000;0.1;0.0002;182
16;8;7;1000000;0.1;0.0002;182
16;8;8;1000000;0.1;0.0002;182
16;8;9;1000000;0.1;0.0002;182
16;8;10;1000000;0.1;0.0002;182
16;8;11;1000000;0.1;0.0002;182
16;8;12;1000000;0.1;0.0002;182
16;8;13;1000000;0.1;0.0002;182
16;8;14;1000000;0.1;0.0002;182
16;9;1;1000000;0.1;0.0002;66
16;9;2;1000000;0.1;0.0002;66
16;9;3;1000000;0.1;0.0002;66
16;9;4;1000000;0.1;0.0002;66
16;9;5;1000000;0.1;0.0002;66
16;9;6;1000000;0.1;0.0002;66
16;9;7;1000000;0.1;0.0002;66
16;9;8;1000000;0.1;0.0002;66
16;9;9;1000000;0.1;0.0002;66
16;9;10;1000000;0.1;0.0002;66
16;9;11;1000000;0.1;0.0002;66
16;9;12;1000000;0.1;0.0002;66
16;9;13;1000000;0.1;0.0002;66
16;9;14;1000000;0.1;0.0002;66
17;1;1;1000000;0.1;0.0002;29
17;1;2;1000000;0.1;0.0002;29
17;1;3;1000000;0.1;0.0002;29
17;1;4;1000000;0.1;0.0002;29
17;1;5;1000000;0.1;0.0002;29
17;1;6;1000000;0.1;0.0002;29
17;1;7;1000000;0.1;0.0002;29
17;1;8;1000000;0.1;0.0002;29
17;1;9;1000000;0.1;0.0002;29
17;1;10;1000000;0.1;0.0002;29
17;1;11;1000000;0.1;0.0002;29
17;1;12;1000000;0.1;0.0002;29
17;1;13;1000000;0.1;0.0002;29
17;1;14;1000000;0.1;0.0002;29
17;2;1;1000000;0.1;0.0002;101
17;2;2;1000000;0.1;0.0002;101
17;2;3;1000000;0.1;0.0002;101
17;2;4;1000000;0.1;0.0002;101
17;2;5;1000000;0.1;0.0002;101
17;2;6;1000000;0.1;0.0002;101
17;2;7;1000000;0.1;0.0002;101
17;2;8;1000000;0.1;0.0002;101
17;2;9;1000000;0.1;0.0002;101
17;2;10;1000000;0.1;0.0002;101
17;2;11;1000000;0.1;0.0002;101
17;2;12;1000000;0.1;0.0002;101
17;2;13;1000000;0.1;0.0002;101
17;2;14;1000000;0.1;0.0002;101
17;3;1;1000000;0.1;0.0002;42
17;3;2;1000000;0.1;0.0002;42
17;3;3;1000000;0.1;0.0002;42
17;3;4;1000000;0.1;0.0002;42
17;3;5;1000000;0.1;0.0002;42
17;3;6;1000000;0.1;0.0002;42
17;3;7;1000000;0.1;0.0002;42
17;3;8;1000000;0.1;0.0002;42
17;3;9;1000000;0.1;0.0002;42
17;3;10;1000000;0.1;0.0002;42
17;3;11;1000000;0.1;0.0002;42
17;3;12;1000000;0.1;0.0002;42
17;3;13;1000000;0.1;0.0002;42
17;3;14;1000000;0.1;0.0002;42
17;4;1;1000000;0.1;0.0002;56
17;4;2;1000000;0.1;0.0002;56
17;4;3;1000000;0.1;0.0002;56
17;4;4;1000000;0.1;0.0002;56
17;4;5;1000000;0.1;0.0002;56
17;4;6;1000000;0.1;0.0002;56
17;4;7;1000000;0.1;0.0002;56
17;4;8;1000000;0.1;0.0002;56
17;4;9;1000000;0.1;0.0002;56
17;4;10;1000000;0.1;0.0002;56
17;4;11;1000000;0.1;0.0002;56
17;4;12;1000000;0.1;0.0002;56
17;4;13;1000000;0.1;0.0002;56
17;4;14;1000000;0.1;0.0002;56
17;5;1;1000000;0.1;0.0002;49
17;5;2;1000000;0.1;0.0002;49
17;5;3;1000000;0.1;0.0002;49
17;5;4;1000000;0.1;0.0002;49
17;5;5;1000000;0.1;0.0002;49
17;5;6;1000000;0.1;0.0002;49
17;5;7;1000000;0.1;0.0002;49
17;5;8;1000000;0.1;0.0002;49
17;5;9;1000000;0.1;0.0002;49
17;5;10;1000000;0.1;0.0002;49
17;5;11;1000000;0.1;0.0002;49
17;5;12;1000000;0.1;0.0002;49
17;5;13;1000000;0.1;0.0002;49
17;5;14;1000000;0.1;0.0002;49
17;6;1;1000000;0.1;0.0002;87
17;6;2;1000000;0.1;0.0002;87
17;6;3;1000000;0.1;0.0002;87
17;6;4;1000000;0.1;0.0002;87
17;6;5;1000000;0.1;0.0002;87
17;6;6;1000000;0.1;0.0002;87
17;6;7;1000000;0.1;0.0002;87
17;6;8;1000000;0.1;0.0002;87
17;6;9;1000000;0.1;0.0002;87
17;6;10;1000000;0.1;0.0002;87
17;6;11;1000000;0.1;0.0002;87
17;6;12;1000000;0.1;0.0002;87
17;6;13;1000000;0.1;0.0002;87
17;6;14;1000000;0.1;0.0002;87
17;7;1;1000000;0.1;0.0002;137
17;7;2;1000000;0.1;0.0002;137
17;7;3;1000000;0.1;0.0002;137
17;7;4;1000000;0.1;0.0002;137
17;7;5;1000000;0.1;0.0002;137
17;7;6;1000000;0.1;0.0002;137
17;7;7;1000000;0.1;0.0002;137
17;7;8;1000000;0.1;0.0002;137
17;7;9;1000000;0.1;0.0002;137
17;7;10;1000000;0.1;0.0002;137
17;7;11;1000000;0.1;0.0002;137
17;7;12;1000000;0.1;0.0002;137
17;7;13;1000000;0.1;0.0002;137
17;7;14;1000000;0.1;0.0002;137
17;8;1;1000000;0.1;0.0002;34
17;8;2;1000000;0.1;0.0002;34
17;8;3;1000000;0.1;0.0002;34
17;8;4;1000000;0.1;0.0002;34
17;8;5;1000000;0.1;0.0002;34
17;8;6;1000000;0.1;0.0002;34
17;8;7;1000000;0.1;0.0002;34
17;8;8;1000000;0.1;0.0002;34
17;8;9;1000000;0.1;0.0002;34
17;8;10;1000000;0.1;0.0002;34
17;8;11;1000000;0.1;0.0002;34
17;8;12;1000000;0.1;0.0002;34
17;8;13;1000000;0.1;0.0002;34
17;8;14;1000000;0.1;0.0002;34
17;9;1;1000000;0.1;0.0002;109
17;9;2;1000000;0.1;0.0002;109
17;9;3;1000000;0.1;0.0002;109
17;9;4;1000000;0.1;0.0002;109
17;9;5;1000000;0.1;0.0002;109
17;9;6;1000000;0.1;0.0002;109
17;9;7;1000000;0.1;0.0002;109
17;9;8;1000000;0.1;0.0002;109
17;9;9;1000000;0.1;0.0002;109
17;9;10;1000000;0.1;0.0002;109
17;9;11;1000000;0.1;0.0002;109
17;9;12;1000000;0.1;0.0002;109
17;9;13;1000000;0.1;0.0002;109
17;9;14;1000000;0.1;0.0002;109
18;1;1;1000000;0.1;0.0002;188
18;1;2;1000000;0.1;0.0002;188
18;1;3;1000000;0.1;0.0002;188
18;1;4;1000000;0.1;0.0002;188
18;1;5;1000000;0.1;0.0002;188
18;1;6;1000000;0.1;0.0002;188
18;1;7;1000000;0.1;0.0002;188
18;1;8;1000000;0.1;0.0002;188
18;1;9;1000000;0.1;0.0002;188
18;1;10;1000000;0.1;0.0002;188
18;1;11;1000000;0.1;0.0002;188
18;1;12;1000000;0.1;0.0002;188
18;1;13;1000000;0.1;0.0002;188
18;1;14;1000000;0.1;0.0002;188
18;2;1;1000000;0.1;0.0002;43
18;2;2;1000000;0.1;0.0002;43
18;2;3;1000000;0.1;0.0002;43
18;2;4;1000000;0.1;0.0002;43
18;2;5;1000000;0.1;0.0002;43
18;2;6;1000000;0.1;0.0002;43
18;2;7;1000000;0.1;0.0002;43
18;2;8;1000000;0.1;0.0002;43
18;2;9;1000000;0.1;0.0002;43
18;2;10;1000000;0.1;0.0002;43
18;2;11;1000000;0.1;0.0002;43
18;2;12;1000000;0.1;0.0002;43
18;2;13;1000000;0.1;0.0002;43
18;2;14;1000000;0.1;0.0002;43
18;3;1;1000000;0.1;0.0002;125
18;3;2;1000000;0.1;0.0002;125
18;3;3;1000000;0.1;0.0002;125
18;3;4;1000000;0.1;0.0002;125
18;3;5;1000000;0.1;0.0002;125
18;3;6;1000000;0.1;0.0002;125
18;3;7;1000000;0.1;0.0002;125
18;3;8;1000000;0.1;0.0002;125
18;3;9;1000000;0.1;0.0002;125
18;3;10;1000000;0.1;0.0002;125
18;3;11;1000000;0.1;0.0002;125
18;3;12;1000000;0.1;0.0002;125
18;3;13;1000000;0.1;0.0002;125
18;3;14;1000000;0.1;0.0002;125
18;4;1;1000000;0.1;0.0002;70
18;4;2;1000000;0.1;0.0002;70
18;4;3;1000000;0.1;0.0002;70
18;4;4;1000000;0.1;0.0002;70
18;4;5;1000000;0.1;0.0002;70
18;4;6;1000000;0.1;0.0002;70
18;4;7;1000000;0.1;0.0002;70
18;4;8;1000000;0.1;0.0002;70
18;4;9;1000000;0.1;0.0002;70
18;4;10;1000000;0.1;0.0002;70
18;4;11;1000000;0.1;0.0002;70
18;4;12;1000000;0.1;0.0002;70
18;4;13;1000000;0.1;0.0002;70
18;4;14;1000000;0.1;0.0002;70
18;5;1;1000000;0.1;0.0002;27
18;5;2;1000000;0.1;0.0002;27
18;5;3;1000000;0.1;0.0002;27
18;5;4;1000000;0.1;0.0002;27
18;5;5;1000000;0.1;0.0002;27
18;5;6;1000000;0.1;0.0002;27
18;5;7;1000000;0.1;0.0002;27
18;5;8;1000000;0.1;0.0002;27
18;5;9;1000000;0.1;0.0002;27
18;5;10;1000000;0.1;0.0002;27
18;5;11;1000000;0.1;0.0002;27
18;5;12;1000000;0.1;0.0002;27
18;5;13;1000000;0.1;0.0002;27
18;5;14;1000000;0.1;0.0002;27
18;6;1;1000000;0.1;0.0002;62
18;6;2;1000000;0.1;0.0002;62
18;6;3;1000000;0.1;0.0002;62
18;6;4;1000000;0.1;0.0002;62
18;6;5;1000000;0.1;0.0002;62
18;6;6;1000000;0.1;0.0002;62
18;6;7;1000000;0.1;0.0002;62
18;6;8;1000000;0.1;0.0002;62
18;6;9;1000000;0.1;0.0002;62
18;6;10;1000000;0.1;0.0002;62
18;6;11;1000000;0.1;0.0002;62
18;6;12;1000000;0.1;0.0002;62
18;6;13;1000000;0.1;0.0002;62
18;6;14;1000000;0.1;0.0002;62
18;7;1;1000000;0.1;0.0002;84
18;7;2;1000000;0.1;0.0002;84
18;7;3;1000000;0.1;0.0002;84
18;7;4;1000000;0.1;0.0002;84
18;7;5;1000000;0.1;0.0002;84
18;7;6;1000000;0.1;0.0002;84
18;7;7;1000000;0.1;0.0002;84
18;7;8;1000000;0.1;0.0002;84
18;7;9;1000000;0.1;0.0002;84
18;7;10;1000000;0.1;0.0002;84
18;7;11;1000000;0.1;0.0002;84
18;7;12;1000000;0.1;0.0002;84
18;7;13;1000000;0.1;0.0002;84
18;7;14;1000000;0.1;0.0002;84
18;8;1;1000000;0.1;0.0002;71
18;8;2;1000000;0.1;0.0002;71
18;8;3;1000000;0.1;0.0002;71
18;8;4;1000000;0.1;0.0002;71
18;8;5;1000000;0.1;0.0002;71
18;8;6;1000000;0.1;0.0002;71
18;8;7;1000000;0.1;0.0002;71
18;8;8;1000000;0.1;0.0002;71
18;8;9;1000000;0.1;0.0002;71
18;8;10;1000000;0.1;0.0002;71
18;8;11;1000000;0.1;0.0002;71
18;8;12;1000000;0.1;0.0002;71
18;8;13;1000000;0.1;0.0002;71
18;8;14;1000000;0.1;0.0002;71
18;9;1;1000000;0.1;0.0002;57
18;9;2;1000000;0.1;0.0002;57
18;9;3;1000000;0.1;0.0002;57
18;9;4;1000000;0.1;0.0002;57
18;9;5;1000000;0.1;0.0002;57
18;9;6;1000000;0.1;0.0002;57
18;9;7;1000000;0.1;0.0002;57
18;9;8;1000000;0.1;0.0002;57
18;9;9;1000000;0.1;0.0002;57
18;9;10;1000000;0.1;0.0002;57
18;9;11;1000000;0.1;0.0002;57
18;9;12;1000000;0.1;0.0002;57
18;9;13;1000000;0.1;0.0002;57
18;9;14;1000000;0.1;0.0002;57
19;1;1;1000000;0.1;0.0002;102
19;1;2;1000000;0.1;0.0002;102
19;1;3;1000000;0.1;0.0002;102
19;1;4;1000000;0.1;0.0002;102
19;1;5;1000000;0.1;0.0002;102
19;1;6;1000000;0.1;0.0002;102
19;1;7;1000000;0.1;0.0002;102
19;1;8;1000000;0.1;0.0002;102
19;1;9;1000000;0.1;0.0002;102
19;1;10;1000000;0.1;0.0002;102
19;1;11;1000000;0.1;0.0002;102
19;1;12;1000000;0.1;0.0002;102
19;1;13;1000000;0.1;0.0002;102
19;1;14;1000000;0.1;0.0002;102
19;2;1;1000000;0.1;0.0002;61
19;2;2;1000000;0.1;0.0002;61
19;2;3;1000000;0.1;0.0002;61
19;2;4;1000000;0.1;0.0002;61
19;2;5;1000000;0.1;0.0002;61
19;2;6;1000000;0.1;0.0002;61
19;2;7;1000000;0.1;0.0002;61
19;2;8;1000000;0.1;0.0002;61
19;2;9;1000000;0.1;0.0002;61
19;2;10;1000000;0.1;0.0002;61
19;2;11;1000000;0.1;0.0002;61
19;2;12;1000000;0.1;0.0002;61
19;2;13;1000000;0.1;0.0002;61
19;2;14;1000000;0.1;0.0002;61
19;3;1;1000000;0.1;0.0002;87
19;3;2;1000000;0.1;0.0002;87
19;3;3;1000000;0.1;0.0002;87
19;3;4;1000000;0.1;0.0002;87
19;3;5;1000000;0.1;0.0002;87
19;3;6;1000000;0.1;0.0002;87
19;3;7;1000000;0.1;0.0002;87
19;3;8;1000000;0.1;0.0002;87
19;3;9;1000000;0.1;0.0002;87
19;3;10;1000000;0.1;0.0002;87
19;3;11;1000000;0.1;0.0002;87
19;3;12;1000000;0.1;0.0002;87
19;3;13;1000000;0.1;0.0002;87
19;3;14;1000000;0.1;0.0002;87
19;4;1;1000000;0.1;0.0002;94
19;4;2;1000000;0.1;0.0002;94
19;4;3;1000000;0.1;0.0002;94
19;4;4;1000000;0.1;0.0002;94
19;4;5;1000000;0.1;0.0002;94
19;4;6;1000000;0.1;0.0002;94
19;4;7;1000000;0.1;0.0002;94
19;4;8;1000000;0.1;0.0002;94
19;4;9;1000000;0.1;0.0002;94
19;4;10;1000000;0.1;0.0002;94
19;4;11;1000000;0.1;0.0002;94
19;4;12;1000000;0.1;0.0002;94
19;4;13;1000000;0.1;0.0002;94
19;4;14;1000000;0.1;0.0002;94
19;5;1;1000000;0.1;0.0002;92
19;5;2;1000000;0.1;0.0002;92
19;5;3;1000000;0.1;0.0002;92
19;5;4;1000000;0.1;0.0002;92
19;5;5;1000000;0.1;0.0002;92
19;5;6;1000000;0.1;0.0002;92
19;5;7;1000000;0.1;0.0002;92
19;5;8;1000000;0.1;0.0002;92
19;5;9;1000000;0.1;0.0002;92
19;5;10;1000000;0.1;0.0002;92
19;5;11;1000000;0.1;0.0002;92
19;5;12;1000000;0.1;0.0002;92
19;5;13;1000000;0.1;0.0002;92
19;5;14;1000000;0.1;0.0002;92
19;6;1;1000000;0.1;0.0002;105
19;6;2;1000000;0.1;0.0002;105
19;6;3;1000000;0.1;0.0002;105
19;6;4;1000000;0.1;0.0002;105
19;6;5;1000000;0.1;0.0002;105
19;6;6;1000000;0.1;0.0002;105
19;6;7;1000000;0.1;0.0002;105
19;6;8;1000000;0.1;0.0002;105
19;6;9;1000000;0.1;0.0002;105
19;6;10;1000000;0.1;0.0002;105
19;6;11;1000000;0.1;0.0002;105
19;6;12;1000000;0.1;0.0002;105
19;6;13;1000000;0.1;0.0002;105
19;6;14;1000000;0.1;0.0002;105
19;7;1;1000000;0.1;0.0002;73
19;7;2;1000000;0.1;0.0002;73
19;7;3;1000000;0.1;0.0002;73
19;7;4;1000000;0.1;0.0002;73
19;7;5;1000000;0.1;0.0002;73
19;7;6;1000000;0.1;0.0002;73
19;7;7;1000000;0.1;0.0002;73
19;7;8;1000000;0.1;0.0002;73
19;7;9;1000000;0.1;0.0002;73
19;7;10;1000000;0.1;0.0002;73
19;7;11;1000000;0.1;0.0002;73
19;7;12;1000000;0.1;0.0002;73
19;7;13;1000000;0.1;0.0002;73
19;7;14;1000000;0.1;0.0002;73
19;8;1;1000000;0.1;0.0002;128
19;8;2;1000000;0.1;0.0002;128
19;8;3;1000000;0.1;0.0002;128
19;8;4;1000000;0.1;0.0002;128
19;8;5;1000000;0.1;0.0002;128
19;8;6;1000000;0.1;0.0002;128
19;8;7;1000000;0.1;0.0002;128
19;8;8;1000000;0.1;0.0002;128
19;8;9;1000000;0.1;0.0002;128
19;8;10;1000000;0.1;0.0002;128
19;8;11;1000000;0.1;0.0002;128
19;8;12;1000000;0.1;0.0002;128
19;8;13;1000000;0.1;0.0002;128
19;8;14;1000000;0.1;0.0002;128
19;9;1;1000000;0.1;0.0002;58
19;9;2;1000000;0.1;0.0002;58
19;9;3;1000000;0.1;0.0002;58
19;9;4;1000000;0.1;0.0002;58
19;9;5;1000000;0.1;0.0002;58
19;9;6;1000000;0.1;0.0002;58
19;9;7;1000000;0.1;0.0002;58
19;9;8;1000000;0.1;0.0002;58
19;9;9;1000000;0.1;0.0002;58
19;9;10;1000000;0.1;0.0002;58
19;9;11;1000000;0.1;0.0002;58
19;9;12;1000000;0.1;0.0002;58
19;9;13;1000000;0.1;0.0002;58
19;9;14;1000000;0.1;0.0002;58
20;1;1;1000000;0.1;0.0002;76
20;1;2;1000000;0.1;0.0002;76
20;1;3;1000000;0.1;0.0002;76
20;1;4;1000000;0.1;0.0002;76
20;1;5;1000000;0.1;0.0002;76
20;1;6;1000000;0.1;0.0002;76
20;1;7;1000000;0.1;0.0002;76
20;1;8;1000000;0.1;0.0002;76
20;1;9;1000000;0.1;0.0002;76
20;1;10;1000000;0.1;0.0002;76
20;1;11;1000000;0.1;0.0002;76
20;1;12;1000000;0.1;0.0002;76
20;1;13;1000000;0.1;0.0002;76
20;1;14;1000000;0.1;0.0002;76
20;2;1;1000000;0.1;0.0002;120
20;2;2;1000000;0.1;0.0002;120
20;2;3;1000000;0.1;0.0002;120
20;2;4;1000000;0.1;0.0002;120
20;2;5;1000000;0.1;0.0002;120
20;2;6;1000000;0.1;0.0002;120
20;2;7;1000000;0.1;0.0002;120
20;2;8;1000000;0.1;0.0002;120
20;2;9;1000000;0.1;0.0002;120
20;2;10;1000000;0.1;0.0002;120
20;2;11;1000000;0.1;0.0002;120
20;2;12;1000000;0.1;0.0002;120
20;2;13;1000000;0.1;0.0002;120
20;2;14;1000000;0.1;0.0002;120
20;3;1;1000000;0.1;0.0002;38
20;3;2;1000000;0.1;0.0002;38
20;3;3;1000000;0.1;0.0002;38
20;3;4;1000000;0.1;0.0002;38
20;3;5;1000000;0.1;0.0002;38
20;3;6;1000000;0.1;0.0002;38
20;3;7;1000000;0.1;0.0002;38
20;3;8;1000000;0.1;0.0002;38
20;3;9;1000000;0.1;0.0002;38
20;3;10;1000000;0.1;0.0002;38
20;3;11;1000000;0.1;0.0002;38
20;3;12;1000000;0.1;0.0002;38
20;3;13;1000000;0.1;0.0002;38
20;3;14;1000000;0.1;0.0002;38
20;4;1;1000000;0.1;0.0002;70
20;4;2;1000000;0.1;0.0002;70
20;4;3;1000000;0.1;0.0002;70
20;4;4;1000000;0.1;0.0002;70
20;4;5;1000000;0.1;0.0002;70
20;4;6;1000000;0.1;0.0002;70
20;4;7;1000000;0.1;0.0002;70
20;4;8;1000000;0.1;0.0002;70
20;4;9;1000000;0.1;0.0002;70
20;4;10;1000000;0.1;0.0002;70
20;4;11;1000000;0.1;0.0002;70
20;4;12;1000000;0.1;0.0002;70
20;4;13;1000000;0.1;0.0002;70
20;4;14;1000000;0.1;0.0002;70
20;5;1;1000000;0.1;0.0002;82
20;5;2;1000000;0.1;0.0002;82
20;5;3;1000000;0.1;0.0002;82
20;5;4;1000000;0.1;0.0002;82
20;5;5;1000000;0.1;0.0002;82
20;5;6;1000000;0.1;0.0002;82
20;5;7;1000000;0.1;0.0002;82
20;5;8;1000000;0.1;0.0002;82
20;5;9;1000000;0.1;0.0002;82
20;5;10;1000000;0.1;0.0002;82
20;5;11;1000000;0.1;0.0002;82
20;5;12;1000000;0.1;0.0002;82
20;5;13;1000000;0.1;0.0002;82
20;5;14;1000000;0.1;0.0002;82
20;6;1;1000000;0.1;0.0002;129
20;6;2;1000000;0.1;0.0002;129
20;6;3;1000000;0.1;0.0002;129
20;6;4;1000000;0.1;0.0002;129
20;6;5;1000000;0.1;0.0002;129
20;6;6;1000000;0.1;0.0002;129
20;6;7;1000000;0.1;0.0002;129
20;6;8;1000000;0.1;0.0002;129
20;6;9;1000000;0.1;0.0002;129
20;6;10;1000000;0.1;0.0002;129
20;6;11;1000000;0.1;0.0002;129
20;6;12;1000000;0.1;0.0002;129
20;6;13;1000000;0.1;0.0002;129
20;6;14;1000000;0.1;0.0002;129
20;7;1;1000000;0.1;0.0002;53
20;7;2;1000000;0.1;0.0002;53
20;7;3;1000000;0.1;0.0002;53
20;7;4;1000000;0.1;0.0002;53
20;7;5;1000000;0.1;0.0002;53
20;7;6;1000000;0.1;0.0002;53
20;7;7;1000000;0.1;0.0002;53
20;7;8;1000000;0.1;0.0002;53
20;7;9;1000000;0.1;0.0002;53
20;7;10;1000000;0.1;0.0002;53
20;7;11;1000000;0.1;0.0002;53
20;7;12;1000000;0.1;0.0002;53
20;7;13;1000000;0.1;0.0002;53
20;7;14;1000000;0.1;0.0002;53
20;8;1;1000000;0.1;0.0002;131
20;8;2;1000000;0.1;0.0002;131
20;8;3;1000000;0.1;0.0002;131
20;8;4;1000000;0.1;0.0002;131
20;8;5;1000000;0.1;0.0002;131
20;8;6;1000000;0.1;0.0002;131
20;8;7;1000000;0.1;0.0002;131
20;8;8;1000000;0.1;0.0002;131
20;8;9;1000000;0.1;0.0002;131
20;8;10;1000000;0.1;0.0002;131
20;8;11;1000000;0.1;0.0002;131
20;8;12;1000000;0.1;0.0002;131
20;8;13;1000000;0.1;0.0002;131
20;8;14;1000000;0.1;0.0002;131
20;9;1;1000000;0.1;0.0002;58
20;9;2;1000000;0.1;0.0002;58
20;9;3;1000000;0.1;0.0002;58
20;9;4;1000000;0.1;0.0002;58
20;9;5;1000000;0.1;0.0002;58
20;9;6;1000000;0.1;0.0002;58
20;9;7;1000000;0.1;0.0002;58
20;9;8;1000000;0.1;0.0002;58
20;9;9;1000000;0.1;0.0002;58
20;9;10;1000000;0.1;0.0002;58
20;9;11;1000000;0.1;0.0002;58
20;9;12;1000000;0.1;0.0002;58
20;9;13;1000000;0.1;0.0002;58
20;9;14;1000000;0.1;0.0002;58
21;1;1;1000000;0.1;0.0002;60
21;1;2;1000000;0.1;0.0002;60
21;1;3;1000000;0.1;0.0002;60
21;1;4;1000000;0.1;0.0002;60
21;1;5;1000000;0.1;0.0002;60
21;1;6;1000000;0.1;0.0002;60
21;1;7;1000000;0.1;0.0002;60
21;1;8;1000000;0.1;0.0002;60
21;1;9;1000000;0.1;0.0002;60
21;1;10;1000000;0.1;0.0002;60
21;1;11;1000000;0.1;0.0002;60
21;1;12;1000000;0.1;0.0002;60
21;1;13;1000000;0.1;0.0002;60
21;1;14;1000000;0.1;0.0002;60
21;2;1;1000000;0.1;0.0002;51
21;2;2;1000000;0.1;0.0002;51
21;2;3;1000000;0.1;0.0002;51
21;2;4;1000000;0.1;0.0002;51
21;2;5;1000000;0.1;0.0002;51
21;2;6;1000000;0.1;0.0002;51
21;2;7;1000000;0.1;0.0002;51
21;2;8;1000000;0.1;0.0002;51
21;2;9;1000000;0.1;0.0002;51
21;2;10;1000000;0.1;0.0002;51
21;2;11;1000000;0.1;0.0002;51
21;2;12;1000000;0.1;0.0002;51
21;2;13;1000000;0.1;0.0002;51
21;2;14;1000000;0.1;0.0002;51
21;3;1;1000000;0.1;0.0002;78
21;3;2;1000000;0.1;0.0002;78
21;3;3;1000000;0.1;0.0002;78
21;3;4;1000000;0.1;0.0002;78
21;3;5;1000000;0.1;0.0002;78
21;3;6;1000000;0.1;0.0002;78
21;3;7;1000000;0.1;0.0002;78
21;3;8;1000000;0.1;0.0002;78
21;3;9;1000000;0.1;0.0002;78
21;3;10;1000000;0.1;0.0002;78
21;3;11;1000000;0.1;0.0002;78
21;3;12;1000000;0.1;0.0002;78
21;3;13;1000000;0.1;0.0002;78
21;3;14;1000000;0.1;0.0002;78
21;4;1;1000000;0.1;0.0002;120
21;4;2;1000000;0.1;0.0002;120
21;4;3;1000000;0.1;0.0002;120
21;4;4;1000000;0.1;0.0002;120
21;4;5;1000000;0.1;0.0002;120
21;4;6;1000000;0.1;0.0002;120
21;4;7;1000000;0.1;0.0002;120
21;4;8;1000000;0.1;0.0002;120
21;4;9;1000000;0.1;0.0002;120
21;4;10;1000000;0.1;0.0002;120
21;4;11;1000000;0.1;0.0002;120
21;4;12;1000000;0.1;0.0002;120
21;4;13;1000000;0.1;0.0002;120
21;4;14;1000000;0.1;0.0002;120
21;5;1;1000000;0.1;0.0002;46
21;5;2;1000000;0.1;0.0002;46
21;5;3;1000000;0.1;0.0002;46
21;5;4;1000000;0.1;0.0002;46
21;5;5;1000000;0.1;0.0002;46
21;5;6;1000000;0.1;0.0002;46
21;5;7;1000000;0.1;0.0002;46
21;5;8;1000000;0.1;0.0002;46
21;5;9;1000000;0.1;0.0002;46
21;5;10;1000000;0.1;0.0002;46
21;5;11;1000000;0.1;0.0002;46
21;5;12;1000000;0.1;0.0002;46
21;5;13;1000000;0.1;0.0002;46
21;5;14;1000000;0.1;0.0002;46
21;6;1;1000000;0.1;0.0002;51
21;6;2;1000000;0.1;0.0002;51
21;6;3;1000000;0.1;0.0002;51
21;6;4;1000000;0.1;0.0002;51
21;6;5;1000000;0.1;0.0002;51
21;6;6;1000000;0.1;0.0002;51
21;6;7;1000000;0.1;0.0002;51
21;6;8;1000000;0.1;0.0002;51
21;6;9;1000000;0.1;0.0002;51
21;6;10;1000000;0.1;0.0002;51
21;6;11;1000000;0.1;0.0002;51
21;6;12;1000000;0.1;0.0002;51
21;6;13;1000000;0.1;0.0002;51
21;6;14;1000000;0.1;0.0002;51
21;7;1;1000000;0.1;0.0002;136
21;7;2;1000000;0.1;0.0002;136
21;7;3;1000000;0.1;0.0002;136
21;7;4;1000000;0.1;0.0002;136
21;7;5;1000000;0.1;0.0002;136
21;7;6;1000000;0.1;0.0002;136
21;7;7;1000000;0.1;0.0002;136
21;7;8;1000000;0.1;0.0002;136
21;7;9;1000000;0.1;0.0002;136
21;7;10;1000000;0.1;0.0002;136
21;7;11;1000000;0.1;0.0002;136
21;7;12;1000000;0.1;0.0002;136
21;7;13;1000000;0.1;0.0002;136
21;7;14;1000000;0.1;0.0002;136
21;8;1;1000000;0.1;0.0002;145
21;8;2;1000000;0.1;0.0002;145
21;8;3;1000000;0.1;0.0002;145
21;8;4;1000000;0.1;0.0002;145
21;8;5;1000000;0.1;0.0002;145
21;8;6;1000000;0.1;0.0002;145
21;8;7;1000000;0.1;0.0002;145
21;8;8;1000000;0.1;0.0002;145
21;8;9;1000000;0.1;0.0002;145
21;8;10;1000000;0.1;0.0002;145
21;8;11;1000000;0.1;0.0002;145
21;8;12;1000000;0.1;0.0002;145
21;8;13;1000000;0.1;0.0002;145
21;8;14;1000000;0.1;0.0002;145
21;9;1;1000000;0.1;0.0002;94
21;9;2;1000000;0.1;0.0002;94
21;9;3;1000000;0.1;0.0002;94
21;9;4;1000000;0.1;0.0002;94
21;9;5;1000000;0.1;0.0002;94
21;9;6;1000000;0.1;0.0002;94
21;9;7;1000000;0.1;0.0002;94
21;9;8;1000000;0.1;0.0002;94
21;9;9;1000000;0.1;0.0002;94
21;9;10;1000000;0.1;0.0002;94
21;9;11;1000000;0.1;0.0002;94
21;9;12;1000000;0.1;0.0002;94
21;9;13;1000000;0.1;0.0002;94
21;9;14;1000000;0.1;0.0002;94
22;1;1;1000000;0.1;0.0002;118
22;1;2;1000000;0.1;0.0002;118
22;1;3;1000000;0.1;0.0002;118
22;1;4;1000000;0.1;0.0002;118
22;1;5;1000000;0.1;0.0002;118
22;1;6;1000000;0.1;0.0002;118
22;1;7;1000000;0.1;0.0002;118
22;1;8;1000000;0.1;0.0002;118
22;1;9;1000000;0.1;0.0002;118
22;1;10;1000000;0.1;0.0002;118
22;1;11;1000000;0.1;0.0002;118
22;1;12;1000000;0.1;0.0002;118
